iter	RMSE
118	0.09875893506
119	0.09870797307
120	0.09870691753
121	0.09865131535
122	0.09861264968
123	0.09851876147
124	0.09840032283
125	0.09839536951
126	0.09826223559
127	0.09816943544
128	0.09804311453
129	0.09754775641
130	0.09725725028
131	0.09725143111
132	0.09703666567
133	0.09703415047
134	0.09693516722
135	0.09690733101
136	0.09690041645
137	0.09673015647
138	0.09619029267
139	0.09618769625
140	0.09618105365
141	0.09605372142
142	0.09596919511
143	0.09583848631
144	0.09577493782
145	0.09557238016
146	0.09547549891
147	0.09533622322
148	0.09526256621
149	0.09519292657
150	0.09478427104
151	0.09465828338
152	0.09462130026
153	0.09449113831
154	0.09427259488
155	0.09400761972
156	0.09394265421
157	0.09386006696
158	0.09369935966
159	0.09350829646
160	0.09340508534
161	0.09330452647
162	0.09318074904
163	0.09305031525
164	0.09298016681
165	0.09284285252
166	0.09279303537
167	0.09245438592
168	0.09229705364
169	0.09218669382
170	0.09204357926
171	0.09194524682
172	0.09185426117
173	0.09184898654
174	0.09184210137
175	0.09178349598
176	0.09168505197
177	0.09133066253
178	0.09126334867
179	0.09117674641
180	0.09116477856
181	0.09115960584
182	0.09065405598
183	0.09061586541
184	0.09035988198
185	0.09006159126
186	0.09005220325
187	0.09002780544
188	0.08987320211
189	0.08975221739
190	0.08972590027
191	0.08964825141
192	0.08954034908
193	0.08921418876
194	0.08907438677
195	0.08888470136
196	0.08882304284
197	0.08881675545
198	0.08872844644
199	0.08864601913
200	0.08842417651
201	0.08841844771
202	0.08839605451
203	0.08836342166
204	0.08790439972
205	0.0879000147
206	0.08784791115
207	0.08776973677
208	0.08772027687
209	0.0874580044
210	0.08744255702
211	0.08725654688
212	0.08715490109
213	0.08708246025
214	0.08681857586
215	0.08680074701
216	0.08534737282
217	0.0851073846
218	0.0850716869
219	0.08498102498
220	0.08487746278
221	0.08476558979
222	0.08465823414
223	0.08459004509
224	0.08316307143
225	0.08313690189
226	0.08302217984
227	0.08300153883
228	0.08299603078
229	0.08282256061
230	0.0827794643
231	0.08277617803
232	0.08247938184
233	0.08245035736
234	0.08231001987
235	0.0822934592
236	0.08229193983
237	0.08224271182
238	0.08219808565
239	0.08214752891
240	0.08209583278
241	0.0817336127
242	0.08146583384
243	0.08140247525
244	0.08112990055
245	0.08103765974
246	0.08086974159
247	0.08086498957
248	0.08086069949
249	0.08077479184
250	0.08062041721
251	0.08025003026
252	0.07984795595
253	0.07980314753
254	0.07979645768
255	0.07977550663
256	0.07962515367
257	0.0794769543
258	0.07940349438
259	0.07937669085
260	0.07934147644
261	0.07925052823
262	0.079178132
263	0.07909954669
264	0.07873505711
265	0.07834197334
266	0.07831931286
267	0.07818893269
268	0.07817024501
269	0.07813926738
270	0.07807621745
271	0.07806678679
272	0.07779425092
273	0.07770499942
274	0.07769063708
275	0.0775757419
276	0.07754273585
277	0.07711969301
278	0.07706801166
279	0.07705851174
280	0.07704188919
281	0.07593596555
282	0.07589579185
283	0.07572685984
284	0.07565310621
285	0.07559937837
286	0.07555657974
287	0.07555043197
288	0.07547881856
289	0.07545923431
290	0.07535326414
291	0.07531300909
292	0.07516994391
293	0.07514974834
294	0.0750087917
295	0.07499680414
296	0.07495196466
297	0.07472216855
298	0.07468511309
299	0.07457208685
300	0.0743256265
301	0.07431186952
302	0.07427983812
303	0.07426997199
304	0.07424731913
305	0.07419035656
306	0.07418540998
307	0.07414125803
308	0.07405636221
309	0.07403503641
310	0.07390528488
311	0.07379112361
312	0.0737715289
313	0.07370597825
314	0.07364972359
315	0.07345421367
316	0.07342697752
317	0.07341550859
318	0.07307550739
319	0.07289591291
320	0.0728466793
321	0.07283264755
322	0.07280649514
323	0.07277978985
324	0.07277771751
325	0.07276942505
326	0.07269110591
327	0.07265880507
328	0.07249924876
329	0.07241806221
330	0.07228924151
331	0.07220362069
332	0.07218093293
333	0.07212715651
334	0.07209428851
335	0.07204475655
336	0.07197876457
337	0.07191381578
338	0.07184846749
339	0.0716144018
340	0.07156093911
341	0.07154406457
342	0.07152312178
343	0.07149499697
344	0.07148885029
345	0.07138245903
346	0.07124859723
347	0.07116918486
348	0.0711559759
349	0.07112431389
350	0.07112288768
351	0.07107353727
352	0.0710602578
353	0.07102303538
354	0.07101956464
355	0.07095653956
356	0.07089488801
357	0.07080851756
358	0.07078774851
359	0.07076628764
360	0.070755492
361	0.07073549332
362	0.07064159038
363	0.07059440419
364	0.0705871465
365	0.07057238131
366	0.0703709825
367	0.0702923047
368	0.0701386729
369	0.07012587336
370	0.07008720116
371	0.07006188678
372	0.06999299399
373	0.06995942621
374	0.06993411951
375	0.06993251453
376	0.06991302377
377	0.06987233512
378	0.06986830461
379	0.06985988258
380	0.06985823942
381	0.06980046532
382	0.06977909538
383	0.06976089376
384	0.06966313829
385	0.06964744074
386	0.0696184993
387	0.06960473989
388	0.06956653314
389	0.06955287501
390	0.06916607911
391	0.06915503529
392	0.0691526162
393	0.06902416815
394	0.06901260162
395	0.06900802397
396	0.06899826345
397	0.06897993202
398	0.06896430726
399	0.06887954653
400	0.06881003861
401	0.06879794984
402	0.06877593036
403	0.06876637777
404	0.06870451409
405	0.06868092172
406	0.06867627353
407	0.06862694956
408	0.06858466581
409	0.06855304842
410	0.06851298996
411	0.06850959115
412	0.0684979675
413	0.06849064733
414	0.06819444193
415	0.06816584866
416	0.06813575828
417	0.06811651673
418	0.0681095986
419	0.06799120245
420	0.06787890181
421	0.06785501956
422	0.0678542162
423	0.06783337909
424	0.0678308889
425	0.06772753518
426	0.06763927612
427	0.06758357069
428	0.06747633997
429	0.06735021492
430	0.06734122559
431	0.0673317677
432	0.06731071522
433	0.06726301042
434	0.06725934936
435	0.06725063977
436	0.06720155593
437	0.06719741096
438	0.06710226752
439	0.06708512152
440	0.06707408582
441	0.06705430393
442	0.06703101118
443	0.06678738538
444	0.06678523379
445	0.066735334
446	0.06670563625
447	0.0666329184
448	0.06661346168
449	0.06657891636
450	0.06656164218
451	0.06646497566
452	0.06640410458
453	0.06637134964
454	0.06632716874
455	0.06627259159
456	0.06626304505
457	0.06625975551
458	0.06613148437
459	0.06608572406
460	0.06607109531
461	0.06605666628
462	0.06601775802
463	0.06597071219
464	0.06596053754
465	0.06590348131
466	0.06583093304
467	0.06582869854
468	0.06582055305
469	0.06580730719
470	0.06579641647
471	0.06579334765
472	0.06570137181
473	0.06568878001
474	0.06566561798
475	0.06549411466
476	0.0654284706
477	0.06540287652
478	0.06535906882
479	0.0653281288
480	0.06519932037
481	0.06512640914
482	0.06510453967
483	0.06507680254
484	0.06507034811
485	0.0650670092
486	0.06472763499
487	0.06471029509
488	0.06470537884
489	0.06469895125
490	0.06464815291
491	0.06458808619
492	0.06458198145
493	0.06457592441
494	0.06456062876
495	0.06444819371
496	0.06443815588
497	0.06439607485
498	0.06435511754
499	0.0643516681
500	0.06433754557
501	0.06433618917
502	0.06432700842
503	0.06431586205
504	0.06426963202
505	0.06426123072
506	0.06422106143
507	0.06412521472
508	0.06410739695
509	0.06409609057
510	0.06408662292
511	0.06405833344
512	0.06403646803
513	0.06403209067
514	0.06400968224
515	0.0640051664
516	0.06400358977
517	0.06398446411
518	0.06394864007
519	0.06394713507
520	0.06394533693
521	0.06390649907
522	0.06390148121
523	0.06383330894
524	0.06383036986
525	0.06374256182
526	0.06373726738
527	0.06373419672
528	0.06370820113
529	0.06370474992
530	0.06366840231
531	0.0636575382
532	0.06363220835
533	0.06318723066
534	0.06311139084
535	0.06306845445
536	0.06306222928
537	0.06305781793
538	0.06305385557
539	0.0630452683
540	0.06303925449
541	0.06297900294
542	0.06297741615
543	0.0629749915
544	0.06291260198
545	0.06290928031
546	0.06289618851
547	0.06288892794
548	0.06283902886
549	0.06276141461
550	0.06273353797
551	0.06273214372
552	0.06268423268
553	0.06267542255
554	0.0626307926
555	0.06242101263
556	0.0624098723
557	0.06240639089
558	0.06239841386
559	0.06239580946
560	0.06237765897
561	0.06237646611
562	0.06237149048
563	0.06237065278
564	0.06232216827
565	0.06230677823
566	0.06219780737
567	0.06213852978
568	0.06207165863
569	0.06131264816
570	0.06130064129
571	0.06129646168
572	0.06122822494
573	0.06121740881
574	0.06115638399
575	0.06115503717
576	0.06114378307
577	0.06114024715
578	0.06109992379
579	0.06109118649
580	0.06108913113
581	0.06106144969
582	0.06105352276
583	0.06100134988
584	0.06099809326
585	0.06094654085
586	0.06090112085
587	0.06088197739
588	0.06087841028
589	0.06081231713
590	0.06080596117
591	0.06078018802
592	0.06075963534
593	0.06074595502
594	0.06069790519
595	0.06066250165
596	0.06064791682
597	0.06064656909
598	0.06057546379
599	0.06053171142
600	0.06050877568
601	0.0604606708
602	0.06042296818
603	0.06041090125
604	0.06040782673
605	0.06037607014
606	0.06035322571
607	0.06035010955
608	0.06033297498
609	0.06026484291
610	0.06026234794
611	0.06019882737
612	0.06019495504
613	0.06019335846
614	0.06015363984
615	0.06007367515
616	0.06004659191
617	0.06003519013
618	0.06001324732
619	0.06000996108
620	0.05996448676
621	0.0599591616
622	0.05995014301
623	0.05993138885
624	0.05983208698
625	0.05982756241
626	0.05978410193
627	0.05970945344
628	0.05960455443
629	0.05960209079
630	0.05952549744
631	0.05952097343
632	0.05951260565
633	0.05950794195
634	0.05950675497
635	0.05944338661
636	0.05942721321
637	0.05942345537
638	0.05940001258
639	0.05937516872
640	0.05935139741
641	0.0592527228
642	0.05922285491
643	0.0591392494
644	0.0591084963
645	0.0590809926
646	0.05906096012
647	0.05904737181
648	0.05903289358
649	0.05897342828
650	0.05895845634
651	0.05891315524
652	0.05891140172
653	0.05891026049
654	0.05875041378
655	0.05870410198
656	0.05870035286
657	0.05860067806
658	0.05859403803
659	0.0585896222
660	0.05857807225
661	0.05852047902
662	0.05851577906
663	0.05851090134
664	0.05850225383
665	0.05845345703
666	0.05823804535
667	0.05823642019
668	0.05820226599
669	0.05819906419
670	0.05799670764
671	0.05799344269
672	0.05798846376
673	0.05797292881
674	0.05796742806
675	0.05790714404
676	0.05788574765
677	0.05785617818
678	0.05783926959
679	0.05782191919
680	0.05781269469
681	0.05781060512
682	0.05780926285
683	0.05780193555
684	0.05779249094
685	0.05778241577
686	0.05775619264
687	0.05755366177
688	0.05755180285
689	0.05754898685
690	0.05754731601
691	0.0575452895
692	0.05751162004
693	0.05750474697
694	0.05746817014
695	0.05746215272
696	0.05744322037
697	0.05742685981
698	0.05733353586
699	0.05733271337
700	0.0573170486
701	0.05730587502
702	0.05730168397
703	0.05722061211
704	0.0571921088
705	0.0571250588
706	0.05711720711
707	0.05711101445
708	0.05709311649
709	0.05708930998
710	0.05707394326
711	0.05703980448
712	0.05701438767
713	0.05698741287
714	0.05698473223
715	0.05695113474
716	0.05695033949
717	0.05694864126
718	0.05694489273
719	0.05694158724
720	0.05686724764
721	0.05683944033
722	0.05683327787
723	0.05682579226
724	0.0568235652
725	0.05674923277
726	0.05674695084
727	0.05674003059
728	0.05671621389
729	0.0566949113
730	0.05662742433
731	0.05656600934
732	0.05655213101
733	0.05654713201
734	0.05653927627
735	0.0565351452
736	0.05652838456
737	0.05651047582
738	0.05650587777
739	0.05649520736
740	0.05598763766
741	0.05597089507
742	0.05594183039
743	0.0559214108
744	0.05591059363
745	0.05589882095
746	0.05587783402
747	0.05587633186
748	0.05586794875
749	0.05586486835
750	0.05582357687
751	0.05580900696
752	0.05577748853
753	0.05577495645
754	0.05576927335
755	0.05576778383
756	0.05570723176
757	0.05565437053
758	0.05565008021
759	0.05557389996
760	0.05556485288
761	0.05556213064
762	0.0555516035
763	0.05554829017
764	0.05550189064
765	0.05549611389
766	0.05545029093
767	0.05543367767
768	0.05543205674
769	0.0554252746
770	0.05540297046
771	0.05526904665
772	0.05526183174
773	0.05526016681
774	0.05525293233
775	0.05523402623
776	0.05514323623
777	0.05502998165
778	0.05502509288
779	0.05499315888
780	0.05493384715
781	0.05493220166
782	0.05490880814
783	0.05490627008
784	0.0549032791
785	0.05489961976
786	0.05488435667
787	0.05486724221
788	0.05484003905
789	0.05474446824
790	0.05422417272
791	0.05419169138
792	0.05414426921
793	0.05409783313
794	0.05408572578
795	0.05407685392
796	0.05400102227
797	0.05398152607
798	0.05396424853
799	0.05396070226
800	0.05390320776
801	0.05390023186
802	0.05387351632
803	0.05384399498
804	0.05382261141
805	0.05380565115
806	0.05379969124
807	0.05378387767
808	0.05377175476
809	0.05376937344
810	0.05312266865
811	0.05308262683
812	0.05308106128
813	0.05306165172
814	0.05305966879
815	0.05301923644
816	0.0529959527
817	0.0529945665
818	0.05298862345
819	0.05298724815
820	0.05293937911
821	0.05292639163
822	0.05291979525
823	0.05286646
824	0.05286256162
825	0.05285456864
826	0.05285370575
827	0.05281498092
828	0.05280824686
829	0.05279909065
830	0.05276353604
831	0.05275768304
832	0.05271987442
833	0.0526840679
834	0.0526308904
835	0.05262792741
836	0.0526129721
837	0.05258398221
838	0.05257076981
839	0.05255114364
840	0.05249306579
841	0.05247986107
842	0.05247587282
843	0.05247349631
844	0.05239545546
845	0.05238236846
846	0.05236532171
847	0.05236296996
848	0.05235338338
849	0.05232829358
850	0.05225699297
851	0.05225564293
852	0.05225452086
853	0.05224391061
854	0.05223932181
855	0.05222062818
856	0.05221914808
857	0.05220838121
858	0.05220405664
859	0.05218904357
860	0.0521602301
861	0.05215241734
862	0.05214353155
863	0.05213652186
864	0.05213373602
865	0.05212119657
866	0.05202907362
867	0.05192856508
868	0.05189870598
869	0.05189580485
870	0.05189364318
871	0.05189096174
872	0.05188366851
873	0.05187941065
874	0.05187624546
875	0.05187018081
876	0.05186885804
877	0.05185207853
878	0.05185028705
879	0.05184858653
880	0.05183501695
881	0.05183023679
882	0.0518053047
883	0.05180087984
884	0.05178853826
885	0.05178400477
886	0.05178106588
887	0.05176995103
888	0.0517681829
889	0.05176751692
890	0.05121911514
891	0.05121873444
892	0.05121686095
893	0.05121448082
894	0.05118944604
895	0.05118807442
896	0.05116598434
897	0.05115318338
898	0.05110143495
899	0.05107658226
900	0.05105860169
901	0.0510553313
902	0.05103915444
903	0.05103135316
904	0.0510097083
905	0.0509765906
906	0.05097272338
907	0.05096873812
908	0.05094942187
909	0.05088670622
910	0.05087967817
911	0.05086594884
912	0.05083201861
913	0.05082700046
914	0.05046547387
915	0.05045925261
916	0.05045457491
917	0.05040513766
918	0.05040246641
919	0.05039749391
920	0.05039256847
921	0.05038919416
922	0.05038103712
923	0.05037948737
924	0.05037529187
925	0.05037473896
926	0.05037036246
927	0.05036903683
928	0.05035957551
929	0.05035897866
930	0.05035851349
931	0.05035105019
932	0.0503492587
933	0.05033574814
934	0.05033082547
935	0.05032981669
936	0.0503271696
937	0.05032359851
938	0.05031010674
939	0.05030176168
940	0.05028574009
941	0.05028400701
942	0.05028287052
943	0.05027878256
944	0.0502344754
945	0.05023090257
946	0.05021361628
947	0.05020204957
948	0.05020113627
949	0.05015398656
950	0.05012717816
951	0.05012591954
952	0.05011384541
953	0.05010271422
954	0.05010029282
955	0.05007616343
956	0.0500722694
957	0.04999962626
958	0.04999493609
