model_name,mean_mae,mean_bias,std_bias,mean_crps,mean_pinball,mean_rmse,mean_coverage_80,mean_coverage_90,n_folds,bias_ratio,rmse_mae_ratio
slurp_surd,1.596745154876445,-0.6880452721353076,3.0982529649241863,0.9542316337107246,0.4875977915485519,1.8877843679059703,0.8669727962151257,0.9080219856675711,4791,-0.43090487547998735,1.18227029663481
slurp_bootstrap,1.596935225770542,-0.6871390802198567,3.0984086332154455,0.9259696231823558,0.4875991110468882,1.8877118094596848,0.8842273707646281,0.9262506087803521,4791,-0.43028613129145743,1.1820841440508894
slurp_surd_stockout_aware,1.6044640550347844,-0.5747214757518492,3.1068644218678303,0.9717602748460662,0.48888506331604553,1.8857783712281049,0.8665901342795519,0.909169971474292,4791,-0.3582015277614863,1.1753322645718116
slurp_stockout_aware,1.6148159743964376,-0.48881583524664296,3.117096524513627,0.9582672873791135,0.491059716937206,1.8896212491828916,0.8849579071870869,0.9281639184582202,4791,-0.30270683656652914,1.1701774562201532
deepar_surd,1.7338980703652125,-1.2196506046752955,3.646809965831365,1.3213739626214192,0.5168306210789098,2.0106642927816076,0.8160186733556299,0.9326574693422519,4784,-0.7034153999712333,1.1596208145950007
lightgbm_surd,1.9021303556531781,0.35754535047885017,3.0821427024017103,1.076701346136821,0.6723234913388805,2.129785849791148,0.5063299944351698,0.5383973288814691,4792,0.18797100283701199,1.119684486113884
lightgbm_quantile,1.9028589315525877,0.3589315525876461,3.0822417621947573,1.0535199005982192,0.6725765362142031,2.1304685734883315,0.523511407902059,0.5451099053978853,4792,0.18862751549048637,1.1196145642546564
deepar,2.049061322445076,-1.5430295501139095,5.012617207450959,1.3981719012598908,0.5787939442105927,2.2980074977282094,0.8066221480244853,0.8797301057317752,4792,-0.7530421531126575,1.1214927891889903
seasonal_naive,110.33179263885863,108.00450474379936,1523.7591573815346,130.07747359974843,66.5694998362449,163.9944295326679,0.8827559821925431,0.9458820255982193,4792,0.9789064616880012,1.4863751019568716
